449,Female,<=50K
450,Female,<=50K
451,Male,>50K
452,Male,>50K
453,Male,>50K
454,Female,>50K
455,Male,>50K
456,Female,<=50K
457,Male,<=50K
458,Male,<=50K
459,Male,<=50K
460,Male,<=50K
461,Male,<=50K
462,Male,<=50K
463,Male,<=50K
464,Female,<=50K
465,Female,<=50K
466,Male,<=50K
467,Male,<=50K
468,Male,>50K
469,Female,>50K
470,Male,>50K
471,Male,<=50K
472,Male,<=50K
473,Male,<=50K
474,Female,<=50K
475,Female,<=50K
476,Male,<=50K
477,Male,<=50K
478,Male,<=50K
479,Female,<=50K
480,Male,<=50K
481,Male,<=50K
482,Male,<=50K
483,Female,<=50K
484,Male,<=50K
485,Female,<=50K
486,Male,<=50K
487,Male,<=50K
488,Female,<=50K
489,Male,>50K
490,Female,<=50K
491,Male,<=50K
492,Female,<=50K
493,Female,<=50K
494,Male,<=50K
495,Female,<=50K
496,Male,<=50K
497,Male,<=50K
498,Female,<=50K
499,Male,<=50K
500,Male,<=50K
501,Male,<=50K
502,Male,<=50K
503,Female,<=50K
504,Female,<=50K
505,Male,<=50K
506,Male,<=50K
507,Male,<=50K
508,Female,<=50K
509,Female,<=50K
510,Male,<=50K
511,Female,<=50K
512,Male,<=50K
513,Male,>50K
514,Male,<=50K
515,Female,<=50K
516,Female,<=50K
517,Male,<=50K
518,Female,<=50K
519,Male,>50K
520,Male,>50K
521,Male,>50K
522,Male,<=50K
523,Male,>50K
524,Male,>50K
525,Female,<=50K
526,Male,>50K
527,Female,<=50K
528,Male,<=50K
529,Male,<=50K
530,Female,<=50K
531,Male,<=50K
532,Male,<=50K
533,Female,>50K
534,Male,>50K
535,Male,<=50K
536,Female,<=50K
537,Male,<=50K
538,Female,<=50K
539,Female,<=50K
540,Male,<=50K
541,Male,<=50K
542,Female,<=50K
543,Male,<=50K
544,Male,<=50K
545,Female,<=50K
546,Female,<=50K
547,Male,<=50K
548,Male,<=50K
549,Male,<=50K
550,Male,<=50K
551,Female,<=50K
552,Female,<=50K
553,Female,<=50K
554,Female,>50K
555,Female,<=50K
556,Male,<=50K
557,Female,<=50K
558,Female,<=50K
559,Male,<=50K
560,Male,<=50K
561,Male,>50K
562,Male,>50K
563,Female,<=50K
564,Male,>50K
565,Male,<=50K
566,Male,<=50K
567,Female,<=50K
568,Male,<=50K
569,Male,<=50K
570,Male,<=50K
571,Male,<=50K
572,Male,<=50K
573,Male,>50K
574,Female,<=50K
575,Male,>50K
576,Male,<=50K
577,Female,<=50K
578,Female,<=50K
579,Male,<=50K
580,Male,>50K
581,Male,>50K
582,Male,<=50K
583,Male,<=50K
584,Male,<=50K
585,Female,<=50K
586,Male,<=50K
587,Male,<=50K
588,Male,>50K
589,Male,<=50K
590,Male,<=50K
591,Female,<=50K
592,Male,>50K
593,Male,>50K
594,Female,<=50K
595,Male,<=50K
596,Female,<=50K
597,Male,>50K
598,Male,<=50K
599,Female,<=50K
600,Male,<=50K
601,Male,<=50K
602,Female,<=50K
603,Male,<=50K
604,Male,<=50K
605,Female,<=50K
606,Male,>50K
607,Male,<=50K
608,Male,<=50K
609,Female,<=50K
610,Female,<=50K
611,Male,<=50K
612,Male,<=50K
613,Male,<=50K
614,Female,<=50K
615,Male,<=50K
616,Male,<=50K
617,Male,<=50K
618,Male,<=50K
619,Male,>50K
620,Female,<=50K
621,Female,<=50K
622,Female,<=50K
623,Male,<=50K
624,Male,<=50K
625,Male,<=50K
626,Male,>50K
627,Male,<=50K
628,Male,>50K
629,Male,>50K
630,Female,<=50K
631,Female,<=50K
632,Male,>50K
633,Female,>50K
634,Male,<=50K
635,Female,<=50K
636,Male,<=50K
637,Male,>50K
638,Male,<=50K
639,Male,>50K
640,Male,<=50K
641,Male,<=50K
642,Male,<=50K
643,Male,>50K
644,Male,<=50K
645,Male,>50K
646,Female,<=50K
647,Male,<=50K
648,Male,<=50K
649,Male,>50K
650,Male,<=50K
651,Male,<=50K
652,Male,>50K
653,Female,<=50K
654,Female,<=50K
655,Female,<=50K
656,Female,<=50K
657,Male,<=50K
658,Male,<=50K
659,Male,>50K
660,Male,>50K
661,Male,<=50K
662,Male,<=50K
663,Male,<=50K
664,Female,<=50K
665,Female,>50K
666,Male,<=50K
667,Male,>50K
668,Female,<=50K
669,Male,<=50K
670,Male,<=50K
671,Female,<=50K
672,Male,<=50K
673,Male,>50K
674,Male,>50K
675,Female,<=50K
676,Male,<=50K
677,Male,<=50K
678,Male,<=50K
679,Male,<=50K
680,Male,<=50K
681,Male,>50K
682,Male,>50K
683,Male,<=50K
684,Female,<=50K
685,Female,<=50K
686,Male,<=50K
687,Female,<=50K
688,Male,<=50K
689,Male,<=50K
690,Male,<=50K
691,Female,<=50K
692,Male,<=50K
693,Male,<=50K
694,Female,<=50K
695,Male,<=50K
696,Male,>50K
697,Male,>50K
698,Female,<=50K
699,Female,<=50K
700,Male,<=50K
701,Female,<=50K
702,Male,<=50K
703,Male,<=50K
704,Female,>50K
705,Female,>50K
706,Male,<=50K
707,Male,<=50K
708,Male,<=50K
709,Male,<=50K
710,Male,<=50K
711,Female,<=50K
712,Male,<=50K
713,Male,<=50K
714,Female,<=50K
715,Female,<=50K
716,Male,<=50K
717,Female,<=50K
718,Female,<=50K
719,Male,>50K
720,Male,<=50K
721,Male,<=50K
722,Male,<=50K
723,Male,>50K
724,Male,>50K
725,Male,>50K
726,Female,<=50K
727,Female,<=50K
728,Male,<=50K
729,Male,>50K
730,Female,<=50K
731,Female,<=50K
732,Male,<=50K
733,Female,<=50K
734,Female,<=50K
735,Male,<=50K
736,Female,<=50K
737,Male,<=50K
738,Female,<=50K
739,Male,>50K
740,Female,<=50K
741,Male,<=50K
742,Female,>50K
743,Male,<=50K
744,Male,<=50K
745,Female,>50K
746,Male,>50K
747,Female,<=50K
748,Male,<=50K
749,Male,<=50K
750,Male,>50K
751,Male,<=50K
752,Male,<=50K
753,Male,<=50K
754,Male,<=50K
755,Male,<=50K
756,Male,>50K
757,Female,<=50K
758,Female,>50K
759,Male,<=50K
760,Female,<=50K
761,Female,>50K
762,Male,<=50K
763,Male,>50K
764,Male,>50K
765,Female,<=50K
766,Male,<=50K
767,Female,<=50K
768,Female,<=50K
769,Male,<=50K
770,Female,<=50K
771,Male,<=50K
772,Male,<=50K
773,Female,>50K
774,Male,<=50K
775,Male,<=50K
776,Female,<=50K
777,Male,<=50K
778,Male,>50K
779,Male,<=50K
780,Male,<=50K
781,Female,<=50K
782,Male,>50K
783,Male,<=50K
784,Female,>50K
785,Female,<=50K
786,Male,<=50K
787,Male,<=50K
788,Male,<=50K
789,Female,<=50K
790,Male,>50K
791,Male,<=50K
792,Male,<=50K
793,Female,<=50K
794,Male,>50K
795,Male,<=50K
796,Male,<=50K
797,Male,<=50K
798,Male,>50K
799,Male,>50K
800,Male,<=50K
801,Male,<=50K
802,Male,<=50K
803,Female,<=50K
804,Female,<=50K
805,Male,>50K
806,Male,<=50K
807,Male,>50K
808,Male,>50K
809,Male,<=50K
810,Female,<=50K
811,Male,<=50K
812,Male,<=50K
813,Male,<=50K
814,Male,<=50K
815,Female,<=50K
816,Female,<=50K
817,Male,>50K
818,Male,<=50K
819,Male,>50K
820,Male,<=50K
821,Female,<=50K
822,Male,<=50K
823,Female,<=50K
824,Male,<=50K
825,Male,>50K
826,Female,<=50K
827,Female,<=50K
828,Male,<=50K
829,Male,<=50K
830,Male,<=50K
831,Female,>50K
832,Male,<=50K
833,Male,<=50K
834,Female,<=50K
835,Male,<=50K
836,Male,<=50K
837,Female,>50K
838,Male,<=50K
839,Male,<=50K
840,Male,<=50K
841,Male,<=50K
842,Male,>50K
843,Female,<=50K
844,Male,>50K
845,Male,<=50K
846,Female,<=50K
847,Male,>50K
848,Male,<=50K
849,Male,<=50K
850,Female,>50K
851,Female,<=50K
852,Male,<=50K
853,Female,<=50K
854,Male,>50K
855,Male,<=50K
856,Female,<=50K
857,Male,>50K
858,Female,<=50K
859,Female,>50K
860,Female,<=50K
861,Male,<=50K
862,Male,<=50K
863,Male,<=50K
864,Male,<=50K
865,Female,<=50K
866,Male,<=50K
867,Male,<=50K
868,Male,>50K
869,Male,<=50K
870,Male,>50K
871,Male,<=50K
872,Male,>50K
873,Male,>50K
874,Male,<=50K
875,Male,>50K
876,Female,<=50K
877,Female,<=50K
878,Male,>50K
879,Female,<=50K
880,Female,<=50K
881,Male,>50K
882,Male,<=50K
883,Male,>50K
884,Female,<=50K
885,Male,<=50K
886,Male,<=50K
887,Male,<=50K
888,Male,<=50K
889,Female,<=50K
890,Female,<=50K
891,Male,<=50K
892,Female,<=50K
893,Male,>50K
894,Male,>50K
895,Male,<=50K
896,Male,<=50K
897,Female,<=50K
898,Male,>50K
899,Male,<=50K
900,Male,<=50K
901,Male,<=50K
902,Female,<=50K
903,Male,<=50K
904,Male,<=50K
905,Female,<=50K
906,Male,<=50K
907,Male,<=50K
908,Male,<=50K
909,Male,<=50K
910,Male,<=50K
911,Male,<=50K
912,Male,<=50K
913,Male,<=50K
914,Male,<=50K
915,Male,>50K
916,Female,<=50K
917,Male,>50K
918,Male,<=50K
919,Male,<=50K
920,Male,<=50K
921,Male,<=50K
922,Female,<=50K
923,Female,<=50K
924,Male,<=50K
925,Male,<=50K
926,Male,<=50K
927,Male,>50K
928,Female,<=50K
929,Female,<=50K
930,Male,<=50K
931,Female,<=50K
932,Male,<=50K
933,Female,<=50K
934,Male,>50K
935,Male,>50K
936,Female,<=50K
937,Male,>50K
938,Male,<=50K
939,Male,>50K
940,Female,<=50K
941,Male,<=50K
942,Male,>50K
943,Female,<=50K
944,Male,<=50K
945,Female,<=50K
946,Female,<=50K
947,Female,>50K
948,Male,<=50K
949,Male,<=50K
950,Female,>50K
951,Male,>50K
952,Female,<=50K
953,Female,<=50K
954,Male,<=50K
955,Male,<=50K
956,Male,>50K
957,Male,<=50K
958,Male,>50K
959,Male,>50K
960,Male,<=50K
961,Female,<=50K
962,Male,<=50K
963,Female,<=50K
964,Male,<=50K
965,Female,<=50K
966,Male,>50K
967,Male,<=50K
968,Male,>50K
969,Female,<=50K
970,Male,>50K
971,Female,<=50K
972,Male,>50K
973,Male,<=50K
974,Male,<=50K
975,Female,<=50K
976,Female,<=50K
977,Male,>50K
978,Female,<=50K
979,Male,<=50K
980,Female,<=50K
981,Female,<=50K
982,Female,<=50K
983,Male,<=50K
984,Male,>50K
985,Female,<=50K
986,Female,<=50K
987,Female,<=50K
988,Male,<=50K
989,Female,<=50K
990,Male,<=50K
991,Male,<=50K
992,Male,<=50K
993,Male,>50K
994,Male,<=50K
995,Male,>50K
996,Male,<=50K
997,Male,>50K
998,Male,<=50K
999,Male,>50K
1000,Male,<=50K
1001,Male,>50K
1002,Female,>50K
1003,Female,<=50K
1004,Male,<=50K
1005,Male,<=50K
1006,Male,<=50K
1007,Male,>50K
1008,Male,>50K
1009,Male,<=50K
1010,Female,<=50K
1011,Male,<=50K
1012,Male,>50K
1013,Male,>50K
1014,Male,<=50K
1015,Male,<=50K
1016,Female,>50K
1017,Female,<=50K
1018,Male,<=50K
1019,Male,<=50K
1020,Male,<=50K
1021,Male,>50K
1022,Female,<=50K
1023,Male,<=50K
1024,Female,<=50K
1025,Male,<=50K
1026,Male,<=50K
1027,Male,>50K
1028,Female,<=50K
1029,Male,<=50K
1030,Female,<=50K
1031,Male,<=50K
1032,Male,<=50K
1033,Female,<=50K
1034,Male,<=50K
1035,Male,<=50K
1036,Male,<=50K
1037,Male,<=50K
1038,Female,<=50K
1039,Female,<=50K
1040,Female,<=50K
1041,Female,<=50K
1042,Female,<=50K
1043,Male,>50K
1044,Female,<=50K
1045,Male,<=50K
1046,Female,<=50K
1047,Male,<=50K
1048,Female,<=50K
1049,Male,>50K
1050,Male,<=50K
1051,Male,>50K
1052,Male,>50K
1053,Male,>50K
1054,Male,<=50K
1055,Male,<=50K
1056,Male,<=50K
1057,Female,<=50K
1058,Male,>50K
1059,Male,>50K
1060,Male,<=50K
1061,Male,<=50K
1062,Male,<=50K
1063,Female,<=50K
1064,Male,>50K
1065,Male,<=50K
1066,Male,>50K
1067,Male,<=50K
1068,Male,<=50K
1069,Female,<=50K
1070,Female,<=50K
1071,Male,>50K
1072,Male,>50K
1073,Female,>50K
1074,Male,<=50K
1075,Male,<=50K
1076,Female,<=50K
1077,Male,<=50K
1078,Male,<=50K
1079,Female,>50K
1080,Female,<=50K
1081,Female,<=50K
1082,Male,<=50K
1083,Male,>50K
1084,Male,<=50K
1085,Male,<=50K
1086,Male,<=50K
1087,Male,<=50K
1088,Male,>50K
1089,Male,<=50K
1090,Male,>50K
1091,Male,>50K
1092,Male,<=50K
1093,Male,<=50K
1094,Male,<=50K
1095,Male,<=50K
1096,Male,<=50K
1097,Female,<=50K
1098,Female,>50K
1099,Female,<=50K
1100,Male,<=50K
1101,Male,>50K
1102,Male,<=50K
1103,Male,<=50K
1104,Female,>50K
1105,Female,<=50K
1106,Male,<=50K
1107,Male,<=50K
1108,Male,>50K
1109,Male,<=50K
1110,Male,>50K
1111,Female,>50K
1112,Male,<=50K
1113,Female,<=50K
1114,Female,<=50K
1115,Male,>50K
1116,Male,<=50K
1117,Male,<=50K
1118,Female,>50K
1119,Male,<=50K
1120,Male,<=50K
1121,Female,<=50K
1122,Male,<=50K
1123,Male,<=50K
1124,Female,<=50K
1125,Female,<=50K
1126,Male,>50K
1127,Male,<=50K
1128,Male,<=50K
1129,Male,<=50K
1130,Female,<=50K
1131,Female,<=50K
1132,Female,<=50K
1133,Female,<=50K
1134,Male,<=50K
1135,Male,>50K
1136,Male,>50K
1137,Male,>50K
1138,Male,<=50K
1139,Male,<=50K
1140,Female,<=50K
1141,Male,<=50K
1142,Female,<=50K
1143,Male,<=50K
1144,Male,<=50K
1145,Male,>50K
1146,Female,<=50K
1147,Male,<=50K
1148,Male,>50K
1149,Male,>50K
1150,Male,<=50K
1151,Female,<=50K
1152,Male,<=50K
1153,Male,<=50K
1154,Male,<=50K
1155,Male,<=50K
1156,Male,>50K
1157,Female,>50K
1158,Male,<=50K
1159,Male,<=50K
1160,Male,<=50K
1161,Male,<=50K
1162,Male,>50K
1163,Male,>50K
1164,Female,>50K
1165,Female,<=50K
1166,Male,>50K
1167,Female,<=50K
1168,Male,<=50K
1169,Male,<=50K
1170,Female,<=50K
1171,Female,<=50K
1172,Male,>50K
1173,Male,<=50K
1174,Male,<=50K
1175,Male,>50K
1176,Female,<=50K
1177,Male,>50K
1178,Female,<=50K
1179,Male,<=50K
1180,Male,>50K
1181,Female,>50K
1182,Male,<=50K
1183,Male,<=50K
1184,Male,<=50K
1185,Male,<=50K
1186,Female,<=50K
1187,Male,<=50K
1188,Female,<=50K
1189,Male,<=50K
1190,Male,<=50K
1191,Male,>50K
1192,Male,<=50K
1193,Male,<=50K
1194,Female,<=50K
1195,Female,<=50K
1196,Male,<=50K
1197,Male,<=50K
1198,Female,<=50K
1199,Male,<=50K
1200,Male,>50K
1201,Male,>50K
1202,Male,<=50K
1203,Male,>50K
1204,Male,<=50K
1205,Male,>50K
1206,Male,<=50K
1207,Male,>50K
1208,Male,<=50K
1209,Male,<=50K
1210,Male,>50K
1211,Male,<=50K
1212,Female,<=50K
1213,Male,>50K
1214,Male,<=50K
1215,Female,>50K
1216,Male,>50K
1217,Female,<=50K
1218,Male,<=50K
1219,Male,>50K
1220,Male,>50K
1221,Male,<=50K
1222,Male,<=50K
1223,Female,<=50K
1224,Male,>50K
1225,Female,<=50K
1226,Male,>50K
1227,Male,<=50K
1228,Female,<=50K
1229,Male,<=50K
1230,Male,>50K
1231,Female,<=50K
1232,Female,<=50K
1233,Male,<=50K
1234,Female,<=50K
1235,Female,<=50K
1236,Female,<=50K
1237,Female,<=50K
1238,Female,<=50K
1239,Female,<=50K
1240,Male,>50K
1241,Female,<=50K
1242,Female,<=50K
1243,Male,>50K
1244,Male,<=50K
1245,Female,<=50K
1246,Male,>50K
1247,Male,<=50K
1248,Female,<=50K
1249,Female,<=50K
1250,Male,>50K
1251,Male,<=50K
1252,Male,<=50K
1253,Female,<=50K
1254,Male,<=50K
1255,Male,<=50K
1256,Female,<=50K
1257,Male,>50K
1258,Male,>50K
1259,Male,<=50K
1260,Male,<=50K
1261,Male,>50K
1262,Female,<=50K
1263,Female,<=50K
1264,Male,<=50K
1265,Female,<=50K
1266,Male,>50K
1267,Male,<=50K
1268,Male,<=50K
1269,Male,<=50K
1270,Female,<=50K
1271,Male,<=50K
1272,Female,<=50K
1273,Female,<=50K
1274,Female,<=50K
1275,Male,>50K
1276,Male,>50K
1277,Male,>50K
1278,Male,<=50K
1279,Male,<=50K
1280,Male,<=50K
1281,Female,>50K
1282,Male,>50K
1283,Male,<=50K
1284,Female,>50K
1285,Male,<=50K
1286,Male,>50K
1287,Male,<=50K
1288,Male,<=50K
1289,Male,<=50K
1290,Male,<=50K
1291,Female,<=50K
1292,Male,<=50K
1293,Male,<=50K
1294,Male,<=50K
1295,Male,<=50K
1296,Male,<=50K
1297,Male,<=50K
1298,Male,<=50K
1299,Male,<=50K
1300,Male,<=50K
1301,Female,<=50K
1302,Female,>50K
1303,Male,<=50K
1304,Male,<=50K
1305,Male,>50K
1306,Male,<=50K
1307,Female,<=50K
1308,Male,<=50K
1309,Female,>50K
1310,Male,<=50K
1311,Female,<=50K
1312,Female,<=50K
1313,Female,<=50K
1314,Male,>50K
1315,Female,<=50K
1316,Male,>50K
1317,Male,<=50K
1318,Male,>50K
1319,Male,>50K
1320,Female,<=50K
1321,Male,<=50K
1322,Male,>50K
1323,Male,>50K
1324,Male,>50K
1325,Male,<=50K
1326,Male,<=50K
1327,Female,>50K
1328,Female,<=50K
1329,Female,<=50K
1330,Male,<=50K
1331,Female,<=50K
1332,Male,<=50K
1333,Male,<=50K
1334,Male,>50K
1335,Female,<=50K
1336,Male,<=50K
1337,Male,>50K
1338,Female,<=50K
1339,Male,<=50K
1340,Male,<=50K
1341,Female,<=50K
1342,Male,<=50K
1343,Male,<=50K
1344,Male,<=50K
1345,Female,<=50K
1346,Male,>50K
1347,Female,<=50K
1348,Male,>50K
1349,Male,<=50K
1350,Male,>50K
1351,Male,>50K
1352,Female,<=50K
1353,Male,<=50K
1354,Male,<=50K
1355,Male,>50K
1356,Male,<=50K
1357,Male,<=50K
1358,Male,<=50K
1359,Male,<=50K
1360,Male,<=50K
1361,Male,>50K
1362,Female,<=50K
1363,Female,<=50K
1364,Female,<=50K
1365,Female,<=50K
1366,Female,<=50K
1367,Female,<=50K
1368,Male,>50K
1369,Male,<=50K
1370,Male,<=50K
1371,Male,<=50K
1372,Female,<=50K
1373,Male,<=50K
1374,Female,<=50K
1375,Female,<=50K
1376,Male,<=50K
1377,Male,<=50K
1378,Male,>50K
1379,Female,<=50K
1380,Male,<=50K
1381,Male,<=50K
1382,Male,<=50K
1383,Male,<=50K
1384,Male,<=50K
1385,Male,<=50K
1386,Male,<=50K
1387,Male,>50K
1388,Male,<=50K
1389,Male,<=50K
1390,Female,<=50K
1391,Male,>50K
1392,Female,<=50K
1393,Female,<=50K
