Never-married,Sales,Not-in-family,White,Male,0,40,United-States
Never-married,Prof-specialty,Not-in-family,White,Female,0,50,United-States
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States
Divorced,Craft-repair,Unmarried,White,Female,0,40,United-States
Divorced,Machine-op-inspct,Unmarried,Black,Female,0,25,United-States
Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,35,?
Married-civ-spouse,Protective-serv,Husband,White,Male,0,40,United-States
Never-married,Handlers-cleaners,Not-in-family,White,Male,0,50,United-States
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,60,United-States
Married-civ-spouse,Sales,Husband,White,Male,0,48,United-States
Divorced,Exec-managerial,Unmarried,White,Female,0,40,England
Never-married,Other-service,Own-child,Black,Male,0,40,United-States
Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States
Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,60,United-States
Never-married,Prof-specialty,Not-in-family,White,Female,0,50,United-States
Never-married,Tech-support,Own-child,White,Female,0,40,United-States
Never-married,Craft-repair,Not-in-family,White,Male,0,40,United-States
Married-civ-spouse,Craft-repair,Husband,White,Male,7688,40,United-States
Never-married,?,Own-child,White,Female,34095,32,United-States
Never-married,Handlers-cleaners,Own-child,White,Male,0,40,United-States
Never-married,Adm-clerical,Not-in-family,White,Female,0,40,United-States
Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,40,United-States
Never-married,Sales,Other-relative,White,Male,0,40,United-States
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States
Married-civ-spouse,Other-service,Husband,White,Male,0,50,Canada
Married-civ-spouse,Sales,Wife,White,Female,4064,25,United-States
Never-married,Machine-op-inspct,Own-child,White,Female,0,40,United-States
Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,50,United-States
Married-civ-spouse,Sales,Husband,White,Male,0,50,United-States
Married-civ-spouse,Craft-repair,Husband,Black,Male,0,40,United-States
Married-civ-spouse,Sales,Husband,White,Male,0,56,United-States
Never-married,Craft-repair,Not-in-family,White,Male,0,41,United-States
Never-married,Other-service,Own-child,White,Female,0,40,United-States
Married-civ-spouse,Exec-managerial,Husband,White,Male,0,60,United-States
Never-married,Exec-managerial,Own-child,Black,Male,0,40,Germany
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,50,United-States
Never-married,Other-service,Own-child,Black,Male,0,35,United-States
Married-civ-spouse,Exec-managerial,Wife,White,Female,0,40,United-States
Never-married,Adm-clerical,Own-child,White,Female,0,28,United-States
Married-civ-spouse,Adm-clerical,Husband,White,Male,0,40,United-States
Married-civ-spouse,?,Husband,White,Male,0,40,United-States
Divorced,Craft-repair,Not-in-family,White,Male,0,40,United-States
Never-married,Sales,Not-in-family,White,Female,0,60,United-States
Never-married,Other-service,Not-in-family,White,Female,0,40,United-States
Married-civ-spouse,Craft-repair,Husband,White,Male,4386,35,United-States
Married-civ-spouse,Sales,Husband,White,Male,0,50,United-States
Divorced,Tech-support,Not-in-family,Black,Female,0,36,United-States
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,Iran
Married-civ-spouse,Craft-repair,Husband,White,Male,0,60,United-States
Married-civ-spouse,Adm-clerical,Wife,White,Female,0,35,United-States
Never-married,Sales,Own-child,White,Male,0,20,United-States
Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,40,United-States
Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States
Never-married,Sales,Own-child,White,Female,0,40,United-States
Never-married,Other-service,Own-child,White,Male,0,30,Mexico
Never-married,Prof-specialty,Not-in-family,White,Female,0,40,United-States
Never-married,Tech-support,Other-relative,White,Male,0,40,United-States
Never-married,Transport-moving,Unmarried,Black,Female,0,30,United-States
Married-civ-spouse,Other-service,Husband,White,Male,0,24,United-States
Widowed,Other-service,Unmarried,White,Female,0,24,United-States
Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States
Divorced,?,Not-in-family,White,Female,0,40,United-States
Divorced,Adm-clerical,Unmarried,White,Female,0,38,Mexico
Never-married,Adm-clerical,Not-in-family,White,Female,0,40,United-States
Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,40,Philippines
Never-married,Craft-repair,Own-child,White,Male,0,35,United-States
Divorced,?,Not-in-family,White,Male,0,45,United-States
Married-civ-spouse,Craft-repair,Husband,White,Male,0,46,United-States
Never-married,Handlers-cleaners,Not-in-family,White,Male,0,40,United-States
Separated,Sales,Unmarried,Black,Male,0,2,United-States
Divorced,Craft-repair,Not-in-family,White,Male,0,60,United-States
Separated,Other-service,Other-relative,Black,Male,0,50,United-States
Divorced,?,Not-in-family,White,Female,0,20,United-States
Never-married,Other-service,Unmarried,White,Female,0,40,United-States
Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,40,United-States
Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,40,England
Married-civ-spouse,Sales,Husband,White,Male,0,40,United-States
Divorced,Other-service,Unmarried,White,Female,0,40,Mexico
Never-married,Exec-managerial,Not-in-family,White,Male,0,42,United-States
Widowed,Protective-serv,Unmarried,White,Male,0,40,United-States
Never-married,Handlers-cleaners,Own-child,White,Male,0,16,United-States
Widowed,Prof-specialty,Not-in-family,White,Female,0,20,United-States
Never-married,Other-service,Not-in-family,White,Male,0,40,United-States
Married-civ-spouse,Protective-serv,Husband,White,Male,0,40,United-States
Married-civ-spouse,Sales,Husband,White,Male,0,40,United-States
Never-married,Craft-repair,Not-in-family,White,Male,0,50,United-States
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States
Married-spouse-absent,Sales,Unmarried,White,Female,0,25,United-States
Never-married,Craft-repair,Own-child,Black,Male,0,40,United-States
Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,40,United-States
Never-married,Other-service,Own-child,White,Male,0,12,United-States
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,65,United-States
Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,38,United-States
Divorced,Adm-clerical,Not-in-family,White,Female,0,40,United-States
Never-married,Craft-repair,Not-in-family,Black,Male,0,45,United-States
Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,40,Mexico
Married-civ-spouse,Adm-clerical,Husband,White,Male,0,42,United-States
Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,40,United-States
Divorced,Exec-managerial,Not-in-family,White,Female,0,40,United-States
Divorced,?,Not-in-family,White,Female,0,50,United-States
Married-civ-spouse,Prof-specialty,Wife,White,Female,0,50,United-States
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,United-States
Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,28,United-States
Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,40,United-States
Married-civ-spouse,Craft-repair,Husband,Black,Male,0,40,United-States
Married-civ-spouse,Tech-support,Husband,White,Male,0,45,United-States
Married-civ-spouse,Tech-support,Husband,White,Male,0,24,United-States
Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,40,Mexico
Divorced,Craft-repair,Not-in-family,White,Male,0,40,United-States
Never-married,Exec-managerial,Not-in-family,White,Female,14084,55,United-States
Married-civ-spouse,Prof-specialty,Other-relative,White,Male,7298,40,United-States
Never-married,Sales,Not-in-family,White,Male,0,40,United-States
Never-married,Prof-specialty,Not-in-family,White,Female,0,40,United-States
Never-married,?,Own-child,White,Male,0,40,Italy
Married-civ-spouse,Exec-managerial,Husband,White,Male,0,50,United-States
Never-married,Prof-specialty,Not-in-family,White,Female,0,40,United-States
Divorced,Adm-clerical,Unmarried,White,Female,0,35,United-States
Never-married,Sales,Own-child,White,Female,0,40,United-States
Married-civ-spouse,Other-service,Husband,Black,Male,7298,36,United-States
Divorced,Craft-repair,Not-in-family,White,Male,0,60,United-States
Married-civ-spouse,Sales,Wife,White,Female,15024,35,United-States
Never-married,Sales,Own-child,White,Female,0,12,United-States
Married-civ-spouse,Transport-moving,Husband,Black,Male,0,40,United-States
Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States
Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,40,United-States
Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,40,United-States
Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,40,United-States
Never-married,Exec-managerial,Not-in-family,Black,Male,0,60,United-States
Divorced,Sales,Not-in-family,White,Female,0,40,United-States
Married-civ-spouse,Sales,Husband,White,Male,0,50,Poland
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,55,United-States
Never-married,Craft-repair,Not-in-family,White,Male,0,40,United-States
Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,40,United-States
Divorced,?,Not-in-family,White,Male,0,40,United-States
Never-married,Other-service,Not-in-family,Black,Male,0,40,United-States
Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,20,United-States
Never-married,Machine-op-inspct,Not-in-family,White,Female,0,35,United-States
Never-married,Sales,Own-child,White,Female,0,40,United-States
Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,0,10,United-States
Married-civ-spouse,Farming-fishing,Husband,White,Male,1409,50,United-States
Widowed,Adm-clerical,Not-in-family,White,Female,0,20,Columbia
Divorced,Adm-clerical,Not-in-family,White,Female,0,40,United-States
Separated,Transport-moving,Not-in-family,Black,Male,3674,40,United-States
Divorced,Sales,Unmarried,Black,Female,0,38,United-States
Never-married,Adm-clerical,Not-in-family,White,Male,0,42,United-States
Divorced,Craft-repair,Other-relative,Other,Female,0,40,United-States
Never-married,Prof-specialty,Not-in-family,White,Male,0,55,United-States
Married-civ-spouse,Other-service,Husband,White,Male,0,40,United-States
Never-married,Adm-clerical,Not-in-family,White,Female,0,38,United-States
Married-civ-spouse,Exec-managerial,Husband,White,Male,0,50,Iran
Married-civ-spouse,Exec-managerial,Husband,White,Male,0,70,United-States
Never-married,Transport-moving,Own-child,White,Male,0,40,United-States
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States
Married-civ-spouse,Other-service,Wife,White,Female,0,20,United-States
Married-civ-spouse,Protective-serv,Husband,White,Male,0,50,United-States
Never-married,?,Own-child,White,Male,0,20,United-States
Divorced,Craft-repair,Not-in-family,White,Male,0,40,United-States
Married-civ-spouse,Adm-clerical,Husband,White,Male,0,35,?
Married-civ-spouse,Adm-clerical,Husband,White,Male,0,45,United-States
Never-married,Other-service,Not-in-family,White,Female,0,34,United-States
Married-civ-spouse,Tech-support,Husband,White,Male,0,60,United-States
Married-civ-spouse,Adm-clerical,Husband,White,Male,0,40,?
Married-civ-spouse,Prof-specialty,Wife,White,Female,0,40,United-States
Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,40,United-States
Widowed,Other-service,Unmarried,Black,Female,0,30,United-States
Never-married,Adm-clerical,Own-child,White,Male,0,40,United-States
Never-married,Transport-moving,Not-in-family,White,Male,0,20,United-States
Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,40,Cambodia
Never-married,Other-service,Own-child,White,Female,0,40,United-States
Separated,Other-service,Not-in-family,White,Female,0,30,United-States
Widowed,Exec-managerial,Not-in-family,White,Female,0,45,United-States
Divorced,Craft-repair,Not-in-family,White,Male,0,40,United-States
Divorced,Prof-specialty,Own-child,White,Female,0,40,United-States
Married-civ-spouse,Sales,Husband,White,Male,0,60,United-States
Never-married,Other-service,Own-child,White,Male,0,12,United-States
Married-civ-spouse,Sales,Husband,White,Male,4064,40,United-States
Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States
Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,75,Thailand
Never-married,?,Own-child,White,Male,0,24,Canada
Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States
Never-married,Prof-specialty,Not-in-family,White,Female,0,45,United-States
Married-civ-spouse,Craft-repair,Wife,White,Female,0,40,United-States
Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States
Never-married,Other-service,Own-child,White,Male,1055,24,United-States
Married-civ-spouse,Farming-fishing,Husband,White,Male,2407,98,United-States
Never-married,Prof-specialty,Own-child,White,Male,0,35,United-States
Divorced,Prof-specialty,Own-child,White,Female,0,40,United-States
Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,40,United-States
Married-civ-spouse,Craft-repair,Husband,White,Male,7298,40,United-States
Never-married,Exec-managerial,Not-in-family,White,Female,0,40,United-States
Never-married,Tech-support,Own-child,White,Female,0,40,United-States
Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298,48,United-States
Never-married,Prof-specialty,Not-in-family,White,Female,0,15,Germany
Married-civ-spouse,Craft-repair,Husband,White,Male,5178,40,United-States
Divorced,Sales,Unmarried,Black,Female,0,45,United-States
Divorced,Prof-specialty,Not-in-family,White,Female,0,42,United-States
Never-married,Handlers-cleaners,Own-child,White,Male,0,40,United-States
Married-civ-spouse,Sales,Husband,White,Male,15024,40,United-States
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,60,United-States
Divorced,Other-service,Not-in-family,White,Male,0,45,United-States
Never-married,Exec-managerial,Not-in-family,White,Female,0,40,United-States
Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,Ecuador
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,45,United-States
Divorced,Prof-specialty,Not-in-family,White,Female,0,40,United-States
Never-married,Protective-serv,Not-in-family,White,Male,0,56,United-States
Never-married,Sales,Own-child,White,Male,0,45,United-States
Never-married,Tech-support,Unmarried,Black,Female,0,40,United-States
Married-civ-spouse,Transport-moving,Husband,White,Male,0,16,United-States
Divorced,Sales,Not-in-family,White,Female,0,60,United-States
Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female,3464,40,?
Never-married,Craft-repair,Own-child,White,Male,0,40,United-States
Divorced,Sales,Not-in-family,White,Male,0,80,United-States
Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,40,United-States
Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,25,United-States
Married-civ-spouse,Transport-moving,Husband,White,Male,0,45,United-States
Married-civ-spouse,Sales,Husband,White,Male,4386,40,United-States
Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,40,Laos
Divorced,Adm-clerical,Not-in-family,White,Female,0,40,United-States
Never-married,Tech-support,Not-in-family,White,Male,0,45,United-States
Never-married,Prof-specialty,Not-in-family,White,Female,0,33,United-States
Married-civ-spouse,Adm-clerical,Husband,White,Male,0,40,United-States
Married-civ-spouse,Farming-fishing,Husband,White,Male,0,54,United-States
Never-married,Sales,Not-in-family,White,Male,0,40,United-States
Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7298,35,Taiwan
Never-married,?,Own-child,Black,Female,0,25,United-States
Divorced,Prof-specialty,Not-in-family,Black,Female,0,40,United-States
Never-married,Sales,Own-child,White,Male,0,15,United-States
Never-married,Machine-op-inspct,Not-in-family,White,Male,0,40,United-States
Married-civ-spouse,Sales,Husband,White,Male,0,40,United-States
Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,40,Mexico
Never-married,Tech-support,Not-in-family,White,Female,0,40,United-States
Widowed,Other-service,Not-in-family,White,Female,0,24,United-States
Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States
Married-civ-spouse,Craft-repair,Husband,White,Male,0,50,United-States
Divorced,Transport-moving,Not-in-family,White,Male,0,45,United-States
Never-married,Exec-managerial,Not-in-family,White,Female,0,40,United-States
Married-civ-spouse,Craft-repair,Husband,White,Male,0,10,United-States
Married-civ-spouse,Farming-fishing,Husband,White,Male,0,45,United-States
Never-married,?,Own-child,Black,Female,0,15,United-States
Married-civ-spouse,Prof-specialty,Wife,White,Female,0,50,United-States
Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,40,United-States
Never-married,Transport-moving,Not-in-family,White,Male,2050,55,United-States
Never-married,Craft-repair,Not-in-family,Black,Male,0,45,United-States
Never-married,Adm-clerical,Not-in-family,White,Male,0,40,United-States
Never-married,Other-service,Not-in-family,White,Male,0,40,United-States
Married-civ-spouse,Adm-clerical,Husband,White,Male,0,40,United-States
Married-civ-spouse,Transport-moving,Husband,White,Male,0,40,United-States
Never-married,Other-service,Other-relative,White,Male,0,48,Mexico
Never-married,Craft-repair,Other-relative,White,Male,0,40,United-States
Never-married,Prof-specialty,Not-in-family,White,Male,0,60,United-States
Never-married,Sales,Unmarried,Black,Male,0,30,Haiti
Married-civ-spouse,Other-service,Husband,Black,Male,0,40,United-States
Never-married,Sales,Not-in-family,White,Male,0,40,United-States
Married-civ-spouse,Craft-repair,Husband,White,Male,7298,40,United-States
Married-civ-spouse,Protective-serv,Husband,White,Male,7298,40,United-States
Never-married,Farming-fishing,Not-in-family,White,Male,0,20,United-States
Never-married,Protective-serv,Own-child,Black,Female,0,40,United-States
Never-married,Sales,Not-in-family,White,Male,0,42,United-States
Married-civ-spouse,?,Husband,White,Male,0,8,United-States
Divorced,?,Unmarried,White,Female,0,40,United-States
Married-spouse-absent,Other-service,Not-in-family,White,Male,0,25,Iran
Never-married,Prof-specialty,Own-child,White,Male,0,25,United-States
Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States
Married-civ-spouse,Other-service,Husband,White,Male,0,40,United-States
Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States
Married-civ-spouse,Transport-moving,Husband,White,Male,0,30,United-States
Married-civ-spouse,?,Husband,White,Male,0,40,United-States
Married-civ-spouse,Adm-clerical,Husband,White,Male,0,40,United-States
Widowed,Other-service,Unmarried,Other,Male,0,40,United-States
Married-civ-spouse,Tech-support,Husband,White,Male,0,40,United-States
Married-civ-spouse,Adm-clerical,Wife,White,Female,0,35,United-States
Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,Portugal
Married-civ-spouse,Other-service,Wife,White,Female,0,24,United-States
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States
Married-civ-spouse,Transport-moving,Husband,White,Male,0,45,United-States
Divorced,Exec-managerial,Not-in-family,White,Male,0,45,United-States
Married-spouse-absent,Sales,Not-in-family,White,Male,0,55,United-States
Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States
Married-civ-spouse,Sales,Husband,White,Male,0,45,United-States
Never-married,Sales,Not-in-family,White,Female,0,15,United-States
Divorced,Exec-managerial,Not-in-family,White,Female,0,45,United-States
Divorced,Sales,Unmarried,White,Female,0,40,United-States
Never-married,Adm-clerical,Unmarried,White,Female,0,15,United-States
Never-married,Other-service,Own-child,White,Male,0,10,United-States
Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,38,United-States
Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,40,United-States
Never-married,Craft-repair,Not-in-family,Black,Male,0,40,United-States
Never-married,Adm-clerical,Own-child,White,Female,0,10,United-States
Married-civ-spouse,Craft-repair,Wife,White,Female,0,40,United-States
Never-married,Sales,Not-in-family,White,Male,0,40,United-States
Divorced,Exec-managerial,Not-in-family,White,Male,0,30,United-States
Married-civ-spouse,Sales,Husband,White,Male,0,50,United-States
Divorced,Transport-moving,Not-in-family,White,Male,0,40,United-States
Divorced,Craft-repair,Not-in-family,White,Female,0,45,United-States
Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States
Divorced,Sales,Not-in-family,White,Female,0,40,United-States
Married-civ-spouse,Transport-moving,Wife,White,Female,0,40,United-States
Never-married,Other-service,Not-in-family,White,Female,0,25,United-States
Separated,Machine-op-inspct,Not-in-family,White,Male,0,40,United-States
Married-civ-spouse,Adm-clerical,Wife,White,Female,0,6,United-States
Never-married,Adm-clerical,Own-child,White,Female,0,16,United-States
Never-married,Other-service,Other-relative,White,Female,0,40,United-States
Married-civ-spouse,Other-service,Wife,White,Female,0,40,United-States
Never-married,Craft-repair,Not-in-family,White,Male,0,50,United-States
Separated,Craft-repair,Not-in-family,White,Male,0,40,United-States
Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,45,?
Never-married,Other-service,Not-in-family,White,Female,0,35,United-States
Married-civ-spouse,Tech-support,Husband,White,Male,0,40,United-States
Divorced,Handlers-cleaners,Unmarried,White,Female,0,40,United-States
Never-married,?,Other-relative,White,Female,0,35,United-States
Married-civ-spouse,Exec-managerial,Husband,White,Male,0,55,United-States
Married-civ-spouse,Exec-managerial,Husband,White,Male,0,50,United-States
Never-married,Handlers-cleaners,Own-child,White,Male,0,40,United-States
Never-married,Other-service,Not-in-family,White,Female,0,40,United-States
Married-civ-spouse,Protective-serv,Husband,White,Male,0,40,United-States
Divorced,Tech-support,Not-in-family,White,Female,0,64,United-States
Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,40,Puerto-Rico
Married-civ-spouse,Exec-managerial,Husband,White,Male,0,65,United-States
Married-civ-spouse,Adm-clerical,Husband,White,Male,0,40,United-States
Married-civ-spouse,Craft-repair,Husband,White,Male,0,25,United-States
Married-civ-spouse,?,Wife,White,Female,0,40,United-States
Married-civ-spouse,Exec-managerial,Husband,White,Male,0,50,United-States
Divorced,Other-service,Not-in-family,Black,Female,0,24,United-States
Never-married,Handlers-cleaners,Unmarried,Black,Female,0,40,United-States
Divorced,Exec-managerial,Unmarried,White,Female,0,40,United-States
Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,60,United-States
Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,40,United-States
Divorced,Craft-repair,Not-in-family,White,Male,0,50,United-States
Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,40,Mexico
Never-married,Other-service,Own-child,White,Female,0,19,United-States
Separated,Machine-op-inspct,Not-in-family,Black,Male,0,40,United-States
Divorced,Transport-moving,Unmarried,White,Female,0,40,United-States
Married-civ-spouse,Sales,Husband,White,Male,0,30,United-States
Never-married,Handlers-cleaners,Own-child,White,Male,2176,18,United-States
Married-civ-spouse,Exec-managerial,Wife,White,Female,0,40,United-States
