242,State-gov,Protective-serv,Male,<=50K
243,?,?,Male,<=50K
244,Private,Craft-repair,Male,<=50K
245,Private,Adm-clerical,Male,<=50K
246,Private,Adm-clerical,Male,>50K
247,Private,Other-service,Female,<=50K
248,Private,Tech-support,Male,>50K
249,Private,Adm-clerical,Male,<=50K
250,Private,Prof-specialty,Female,>50K
251,Private,Adm-clerical,Female,<=50K
252,Local-gov,Other-service,Female,<=50K
253,Local-gov,Adm-clerical,Male,<=50K
254,Private,Transport-moving,Male,<=50K
255,Self-emp-not-inc,Farming-fishing,Male,>50K
256,Private,Other-service,Female,<=50K
257,Private,Other-service,Female,<=50K
258,Private,Exec-managerial,Female,<=50K
259,Private,Craft-repair,Male,<=50K
260,Private,Prof-specialty,Female,<=50K
261,Private,Sales,Male,<=50K
262,Private,Other-service,Male,<=50K
263,Private,Sales,Male,<=50K
264,Private,Craft-repair,Male,<=50K
265,Self-emp-inc,Exec-managerial,Male,>50K
266,?,?,Male,<=50K
267,Private,Exec-managerial,Male,>50K
268,Private,Prof-specialty,Female,<=50K
269,Private,Craft-repair,Female,>50K
270,Private,Exec-managerial,Male,>50K
271,Private,Other-service,Male,<=50K
272,Self-emp-not-inc,Farming-fishing,Male,<=50K
273,Local-gov,Prof-specialty,Male,<=50K
274,Private,Prof-specialty,Female,<=50K
275,Private,Handlers-cleaners,Male,<=50K
276,Private,Craft-repair,Male,>50K
277,Private,Exec-managerial,Female,<=50K
278,Private,Tech-support,Female,<=50K
279,Private,Machine-op-inspct,Female,>50K
280,Private,Prof-specialty,Female,<=50K
281,Local-gov,Craft-repair,Male,>50K
282,Private,Sales,Female,<=50K
283,Private,Prof-specialty,Female,<=50K
284,Private,Handlers-cleaners,Male,<=50K
285,Federal-gov,Sales,Male,>50K
286,Private,Prof-specialty,Male,>50K
287,Private,Other-service,Male,<=50K
288,Private,Exec-managerial,Female,<=50K
289,Private,Craft-repair,Male,<=50K
290,Private,Prof-specialty,Male,<=50K
291,Private,Prof-specialty,Female,<=50K
292,Local-gov,Protective-serv,Male,<=50K
293,Private,Sales,Male,<=50K
294,Private,Tech-support,Female,<=50K
295,Private,Transport-moving,Male,<=50K
296,Self-emp-inc,Sales,Female,<=50K
297,?,?,Female,<=50K
298,Private,Craft-repair,Male,<=50K
299,Private,Sales,Male,<=50K
300,Private,Adm-clerical,Male,>50K
301,Private,Other-service,Female,<=50K
302,Private,Transport-moving,Male,>50K
303,Private,Sales,Male,>50K
304,Private,Adm-clerical,Female,<=50K
305,Private,Adm-clerical,Female,<=50K
306,Private,Tech-support,Male,<=50K
307,Private,Prof-specialty,Female,<=50K
308,Private,Adm-clerical,Male,>50K
309,Self-emp-inc,Farming-fishing,Male,>50K
310,Private,Sales,Male,<=50K
311,Private,Exec-managerial,Male,>50K
312,?,?,Female,<=50K
313,Self-emp-not-inc,Prof-specialty,Female,>50K
314,Private,Sales,Male,<=50K
315,Private,Machine-op-inspct,Male,<=50K
316,Self-emp-not-inc,Sales,Male,<=50K
317,Private,Machine-op-inspct,Female,<=50K
318,Private,Tech-support,Female,<=50K
319,Private,Other-service,Female,<=50K
320,Self-emp-not-inc,Exec-managerial,Male,<=50K
321,Private,Craft-repair,Male,<=50K
322,Private,Transport-moving,Male,<=50K
323,Private,Exec-managerial,Female,<=50K
324,Self-emp-not-inc,Craft-repair,Male,<=50K
325,Self-emp-not-inc,Farming-fishing,Male,<=50K
326,?,?,Female,<=50K
327,Private,Prof-specialty,Female,>50K
328,Self-emp-not-inc,Handlers-cleaners,Male,<=50K
329,Private,Transport-moving,Male,<=50K
330,Private,Craft-repair,Male,<=50K
331,Private,Adm-clerical,Male,<=50K
332,Private,Other-service,Male,<=50K
333,Local-gov,Adm-clerical,Male,<=50K
334,Private,Transport-moving,Male,<=50K
335,Private,Other-service,Male,<=50K
336,Private,Craft-repair,Male,<=50K
337,Private,Prof-specialty,Male,<=50K
338,Private,Sales,Male,<=50K
339,Private,Other-service,Male,<=50K
340,Private,Sales,Male,<=50K
341,Private,Craft-repair,Male,>50K
342,State-gov,Protective-serv,Male,>50K
343,Private,Farming-fishing,Male,<=50K
344,State-gov,Protective-serv,Female,<=50K
345,Self-emp-not-inc,Sales,Male,<=50K
346,?,?,Male,<=50K
347,?,?,Female,<=50K
348,Private,Other-service,Male,<=50K
349,Private,Prof-specialty,Male,<=50K
350,Private,Exec-managerial,Male,>50K
351,Private,Other-service,Male,<=50K
352,Private,Exec-managerial,Male,>50K
353,Local-gov,Transport-moving,Male,<=50K
354,?,?,Male,>50K
355,Federal-gov,Adm-clerical,Male,>50K
356,Private,Other-service,Male,<=50K
357,Private,Tech-support,Male,>50K
358,Private,Adm-clerical,Female,<=50K
359,Self-emp-not-inc,Craft-repair,Male,<=50K
360,Private,Other-service,Female,<=50K
361,Private,Prof-specialty,Male,>50K
362,Private,Transport-moving,Male,<=50K
363,Private,Exec-managerial,Male,>50K
364,Private,Sales,Male,<=50K
365,Private,Craft-repair,Male,<=50K
366,Self-emp-not-inc,Sales,Male,<=50K
367,Private,Sales,Female,<=50K
368,Private,Exec-managerial,Female,>50K
369,Private,Sales,Female,<=50K
370,Federal-gov,Adm-clerical,Female,<=50K
371,Private,Other-service,Male,<=50K
372,State-gov,Machine-op-inspct,Male,>50K
373,Private,Machine-op-inspct,Male,<=50K
374,Private,Craft-repair,Male,<=50K
375,Local-gov,Adm-clerical,Female,<=50K
376,Private,Craft-repair,Female,<=50K
377,Private,Sales,Male,<=50K
378,Self-emp-not-inc,Exec-managerial,Male,<=50K
379,Private,Sales,Male,<=50K
380,Private,Transport-moving,Male,<=50K
381,Private,Craft-repair,Female,<=50K
382,Private,Craft-repair,Male,<=50K
383,Private,Sales,Female,<=50K
384,Local-gov,Transport-moving,Female,<=50K
385,Private,Other-service,Female,<=50K
386,Private,Machine-op-inspct,Male,<=50K
387,Private,Adm-clerical,Female,>50K
388,Private,Adm-clerical,Female,<=50K
389,Private,Other-service,Female,<=50K
390,Private,Other-service,Female,>50K
391,Private,Craft-repair,Male,<=50K
392,Self-emp-not-inc,Craft-repair,Male,<=50K
393,State-gov,Exec-managerial,Male,>50K
394,Private,Other-service,Female,<=50K
395,Private,Tech-support,Male,<=50K
396,Private,Handlers-cleaners,Female,<=50K
397,?,?,Female,<=50K
398,Private,Exec-managerial,Male,>50K
399,Self-emp-inc,Exec-managerial,Male,>50K
400,Private,Handlers-cleaners,Male,<=50K
401,Private,Other-service,Female,<=50K
402,State-gov,Protective-serv,Male,>50K
403,Private,Tech-support,Female,<=50K
404,Private,Handlers-cleaners,Male,<=50K
405,Private,Exec-managerial,Male,>50K
406,Private,Adm-clerical,Male,<=50K
407,Self-emp-not-inc,Craft-repair,Male,<=50K
408,?,?,Female,>50K
409,Private,Exec-managerial,Male,<=50K
410,Local-gov,Other-service,Female,<=50K
411,Private,Handlers-cleaners,Female,<=50K
412,Private,Exec-managerial,Female,<=50K
413,Private,Exec-managerial,Male,>50K
414,State-gov,Machine-op-inspct,Male,<=50K
415,Private,Craft-repair,Male,>50K
416,Private,Machine-op-inspct,Male,<=50K
417,Private,Other-service,Female,<=50K
418,Local-gov,Machine-op-inspct,Male,<=50K
419,State-gov,Transport-moving,Female,<=50K
420,Private,Sales,Male,<=50K
421,Private,Handlers-cleaners,Male,<=50K
422,State-gov,Exec-managerial,Female,>50K
423,Private,Farming-fishing,Male,<=50K
424,Private,Craft-repair,Female,<=50K
425,Private,Transport-moving,Male,<=50K
426,Federal-gov,Prof-specialty,Male,<=50K
427,Private,Handlers-cleaners,Male,<=50K
428,Self-emp-inc,Exec-managerial,Male,>50K
429,Local-gov,Prof-specialty,Male,<=50K
430,?,?,Male,<=50K
431,?,?,Male,<=50K
432,Self-emp-not-inc,Prof-specialty,Female,<=50K
433,Private,Other-service,Female,>50K
434,Private,Craft-repair,Male,<=50K
435,Private,Prof-specialty,Male,>50K
436,Local-gov,Farming-fishing,Male,<=50K
437,Local-gov,Protective-serv,Female,<=50K
438,Private,Adm-clerical,Male,<=50K
439,Local-gov,Adm-clerical,Female,<=50K
440,Private,Prof-specialty,Male,<=50K
441,Private,Adm-clerical,Female,<=50K
442,Federal-gov,Armed-Forces,Male,<=50K
443,Private,Prof-specialty,Male,>50K
444,Private,Craft-repair,Male,<=50K
445,Private,Sales,Male,<=50K
446,Private,Exec-managerial,Female,<=50K
447,Private,Craft-repair,Male,<=50K
448,Private,Machine-op-inspct,Male,<=50K
449,?,?,Female,<=50K
450,Private,Machine-op-inspct,Female,<=50K
451,Self-emp-inc,Craft-repair,Male,>50K
452,Private,Craft-repair,Male,>50K
453,Private,Exec-managerial,Male,>50K
454,Self-emp-not-inc,Sales,Female,>50K
455,Private,Machine-op-inspct,Male,>50K
456,Private,Exec-managerial,Female,<=50K
457,Private,Transport-moving,Male,<=50K
458,Private,Transport-moving,Male,<=50K
459,?,?,Male,<=50K
460,Private,Farming-fishing,Male,<=50K
461,Local-gov,Transport-moving,Male,<=50K
462,Private,Prof-specialty,Male,<=50K
463,Private,Craft-repair,Male,<=50K
464,Private,Tech-support,Female,<=50K
465,Private,Adm-clerical,Female,<=50K
466,Private,Transport-moving,Male,<=50K
467,Private,Transport-moving,Male,<=50K
468,Private,Exec-managerial,Male,>50K
469,Private,Tech-support,Female,>50K
470,Private,Prof-specialty,Male,>50K
471,?,?,Male,<=50K
472,Private,Craft-repair,Male,<=50K
473,Private,Transport-moving,Male,<=50K
474,Private,Other-service,Female,<=50K
475,Private,Craft-repair,Female,<=50K
476,Private,Other-service,Male,<=50K
477,Private,Handlers-cleaners,Male,<=50K
478,Private,Other-service,Male,<=50K
479,Private,Other-service,Female,<=50K
480,Private,Craft-repair,Male,<=50K
481,Self-emp-not-inc,Craft-repair,Male,<=50K
482,State-gov,Prof-specialty,Male,<=50K
483,Private,Craft-repair,Female,<=50K
484,?,?,Male,<=50K
485,Private,Adm-clerical,Female,<=50K
486,?,?,Male,<=50K
487,Local-gov,Transport-moving,Male,<=50K
488,Local-gov,Prof-specialty,Female,<=50K
489,Private,Sales,Male,>50K
490,Private,Other-service,Female,<=50K
491,Federal-gov,Adm-clerical,Male,<=50K
492,Private,Exec-managerial,Female,<=50K
493,Private,Prof-specialty,Female,<=50K
494,Private,Craft-repair,Male,<=50K
495,Private,Adm-clerical,Female,<=50K
496,Private,Machine-op-inspct,Male,<=50K
497,Private,Other-service,Male,<=50K
498,Private,Prof-specialty,Female,<=50K
499,?,?,Male,<=50K
500,Local-gov,Farming-fishing,Male,<=50K
501,Local-gov,Transport-moving,Male,<=50K
502,Private,Adm-clerical,Male,<=50K
503,Private,Other-service,Female,<=50K
504,Private,Sales,Female,<=50K
505,Private,Exec-managerial,Male,<=50K
506,Private,Protective-serv,Male,<=50K
507,Private,Exec-managerial,Male,<=50K
508,Local-gov,Adm-clerical,Female,<=50K
509,Private,Other-service,Female,<=50K
510,Private,Handlers-cleaners,Male,<=50K
511,?,?,Female,<=50K
512,Private,Craft-repair,Male,<=50K
513,Private,Prof-specialty,Male,>50K
514,Private,Craft-repair,Male,<=50K
515,?,?,Female,<=50K
516,Private,Adm-clerical,Female,<=50K
517,?,?,Male,<=50K
518,?,?,Female,<=50K
519,Private,Prof-specialty,Male,>50K
520,Self-emp-inc,Exec-managerial,Male,>50K
521,Private,Exec-managerial,Male,>50K
522,Local-gov,Handlers-cleaners,Male,<=50K
523,Local-gov,Tech-support,Male,>50K
524,Private,Machine-op-inspct,Male,>50K
525,Private,Sales,Female,<=50K
526,Private,Exec-managerial,Male,>50K
527,Private,Adm-clerical,Female,<=50K
528,Self-emp-not-inc,Craft-repair,Male,<=50K
529,Self-emp-not-inc,Prof-specialty,Male,<=50K
530,Private,Machine-op-inspct,Female,<=50K
531,Private,Machine-op-inspct,Male,<=50K
532,Private,Other-service,Male,<=50K
533,Private,Exec-managerial,Female,>50K
534,Private,Prof-specialty,Male,>50K
535,Local-gov,Tech-support,Male,<=50K
536,Private,Priv-house-serv,Female,<=50K
537,Private,Craft-repair,Male,<=50K
538,Self-emp-inc,Farming-fishing,Female,<=50K
539,?,?,Female,<=50K
540,Private,Transport-moving,Male,<=50K
541,Private,Prof-specialty,Male,<=50K
542,Private,Handlers-cleaners,Female,<=50K
543,Private,Transport-moving,Male,<=50K
544,Private,Sales,Male,<=50K
545,Private,Handlers-cleaners,Female,<=50K
546,Private,Other-service,Female,<=50K
547,Local-gov,Protective-serv,Male,<=50K
548,Private,Handlers-cleaners,Male,<=50K
549,Private,Craft-repair,Male,<=50K
550,Self-emp-not-inc,Exec-managerial,Male,<=50K
551,Self-emp-not-inc,Other-service,Female,<=50K
552,Private,Adm-clerical,Female,<=50K
553,Private,Machine-op-inspct,Female,<=50K
554,Federal-gov,Craft-repair,Female,>50K
555,Private,Machine-op-inspct,Female,<=50K
556,Private,Machine-op-inspct,Male,<=50K
557,Private,Adm-clerical,Female,<=50K
558,Private,Tech-support,Female,<=50K
559,Private,Other-service,Male,<=50K
560,Private,Transport-moving,Male,<=50K
561,Private,Sales,Male,>50K
562,Private,Prof-specialty,Male,>50K
563,Private,Handlers-cleaners,Female,<=50K
564,Self-emp-not-inc,Prof-specialty,Male,>50K
565,Private,Handlers-cleaners,Male,<=50K
566,Self-emp-inc,Exec-managerial,Male,<=50K
567,Private,Other-service,Female,<=50K
568,Self-emp-not-inc,Craft-repair,Male,<=50K
569,Private,Exec-managerial,Male,<=50K
570,Private,Craft-repair,Male,<=50K
571,Private,Prof-specialty,Male,<=50K
572,Private,Sales,Male,<=50K
573,Private,Craft-repair,Male,>50K
574,Private,Prof-specialty,Female,<=50K
575,Private,Exec-managerial,Male,>50K
576,?,?,Male,<=50K
577,Self-emp-not-inc,Sales,Female,<=50K
578,Local-gov,Prof-specialty,Female,<=50K
579,Self-emp-not-inc,Craft-repair,Male,<=50K
580,?,?,Male,>50K
581,Private,Sales,Male,>50K
582,Private,Craft-repair,Male,<=50K
583,Private,Machine-op-inspct,Male,<=50K
584,Self-emp-not-inc,Tech-support,Male,<=50K
585,Private,Sales,Female,<=50K
586,Private,Adm-clerical,Male,<=50K
587,Private,Other-service,Male,<=50K
588,Private,Craft-repair,Male,>50K
589,Self-emp-inc,Prof-specialty,Male,<=50K
590,?,?,Male,<=50K
591,?,?,Female,<=50K
592,Private,Transport-moving,Male,>50K
593,Private,Prof-specialty,Male,>50K
594,Private,Adm-clerical,Female,<=50K
595,Private,Sales,Male,<=50K
596,?,?,Female,<=50K
597,Self-emp-not-inc,Prof-specialty,Male,>50K
598,Private,Tech-support,Male,<=50K
599,Private,Prof-specialty,Female,<=50K
600,Private,Tech-support,Male,<=50K
601,Private,Adm-clerical,Male,<=50K
602,Private,Other-service,Female,<=50K
603,Local-gov,Other-service,Male,<=50K
604,Self-emp-not-inc,Farming-fishing,Male,<=50K
605,Private,Adm-clerical,Female,<=50K
606,Private,Craft-repair,Male,>50K
607,Private,Craft-repair,Male,<=50K
608,Local-gov,Exec-managerial,Male,<=50K
609,Private,Other-service,Female,<=50K
610,Private,Prof-specialty,Female,<=50K
611,Private,Craft-repair,Male,<=50K
612,Private,Handlers-cleaners,Male,<=50K
613,Local-gov,Prof-specialty,Male,<=50K
614,Private,Other-service,Female,<=50K
615,Private,Handlers-cleaners,Male,<=50K
616,Private,Transport-moving,Male,<=50K
617,Self-emp-not-inc,Exec-managerial,Male,<=50K
618,Self-emp-inc,Sales,Male,<=50K
619,Private,Prof-specialty,Male,>50K
620,Private,Sales,Female,<=50K
621,Private,Other-service,Female,<=50K
622,Private,Priv-house-serv,Female,<=50K
623,Private,Transport-moving,Male,<=50K
624,Private,Handlers-cleaners,Male,<=50K
625,Private,Farming-fishing,Male,<=50K
626,Private,Sales,Male,>50K
627,Self-emp-not-inc,Sales,Male,<=50K
628,Private,Exec-managerial,Male,>50K
629,Private,Sales,Male,>50K
630,Self-emp-not-inc,Other-service,Female,<=50K
631,Local-gov,Other-service,Female,<=50K
632,Private,Craft-repair,Male,>50K
633,Private,Adm-clerical,Female,>50K
634,Self-emp-not-inc,Craft-repair,Male,<=50K
635,Private,Other-service,Female,<=50K
636,Private,Handlers-cleaners,Male,<=50K
637,Private,Exec-managerial,Male,>50K
638,Self-emp-inc,Transport-moving,Male,<=50K
639,Self-emp-not-inc,Prof-specialty,Male,>50K
640,Private,Craft-repair,Male,<=50K
641,Private,Craft-repair,Male,<=50K
642,Private,Handlers-cleaners,Male,<=50K
643,Private,Sales,Male,>50K
644,Private,Craft-repair,Male,<=50K
645,Self-emp-inc,Prof-specialty,Male,>50K
646,Local-gov,Adm-clerical,Female,<=50K
647,Private,Craft-repair,Male,<=50K
648,?,?,Male,<=50K
649,State-gov,Tech-support,Male,>50K
650,Private,Other-service,Male,<=50K
651,Private,Exec-managerial,Male,<=50K
652,Private,Prof-specialty,Male,>50K
653,State-gov,Exec-managerial,Female,<=50K
654,Private,Machine-op-inspct,Female,<=50K
655,State-gov,Adm-clerical,Female,<=50K
656,?,?,Female,<=50K
657,Private,Craft-repair,Male,<=50K
658,Private,Craft-repair,Male,<=50K
659,Private,Machine-op-inspct,Male,>50K
660,Self-emp-not-inc,Handlers-cleaners,Male,>50K
661,Private,Sales,Male,<=50K
662,Private,Prof-specialty,Male,<=50K
663,Local-gov,Prof-specialty,Male,<=50K
664,Private,Sales,Female,<=50K
665,Private,Prof-specialty,Female,>50K
666,State-gov,Transport-moving,Male,<=50K
667,Private,Craft-repair,Male,>50K
668,?,?,Female,<=50K
669,Private,Machine-op-inspct,Male,<=50K
670,Federal-gov,Exec-managerial,Male,<=50K
671,?,?,Female,<=50K
672,Self-emp-not-inc,Farming-fishing,Male,<=50K
673,Private,Exec-managerial,Male,>50K
674,Self-emp-inc,Sales,Male,>50K
675,Private,Sales,Female,<=50K
676,Private,Other-service,Male,<=50K
