274,Private,Female,<=50K
275,Private,Male,<=50K
276,Private,Male,>50K
277,Private,Female,<=50K
278,Private,Female,<=50K
279,Private,Female,>50K
280,Private,Female,<=50K
281,Local-gov,Male,>50K
282,Private,Female,<=50K
283,Private,Female,<=50K
284,Private,Male,<=50K
285,Federal-gov,Male,>50K
286,Private,Male,>50K
287,Private,Male,<=50K
288,Private,Female,<=50K
289,Private,Male,<=50K
290,Private,Male,<=50K
291,Private,Female,<=50K
292,Local-gov,Male,<=50K
293,Private,Male,<=50K
294,Private,Female,<=50K
295,Private,Male,<=50K
296,Self-emp-inc,Female,<=50K
297,?,Female,<=50K
298,Private,Male,<=50K
299,Private,Male,<=50K
300,Private,Male,>50K
301,Private,Female,<=50K
302,Private,Male,>50K
303,Private,Male,>50K
304,Private,Female,<=50K
305,Private,Female,<=50K
306,Private,Male,<=50K
307,Private,Female,<=50K
308,Private,Male,>50K
309,Self-emp-inc,Male,>50K
310,Private,Male,<=50K
311,Private,Male,>50K
312,?,Female,<=50K
313,Self-emp-not-inc,Female,>50K
314,Private,Male,<=50K
315,Private,Male,<=50K
316,Self-emp-not-inc,Male,<=50K
317,Private,Female,<=50K
318,Private,Female,<=50K
319,Private,Female,<=50K
320,Self-emp-not-inc,Male,<=50K
321,Private,Male,<=50K
322,Private,Male,<=50K
323,Private,Female,<=50K
324,Self-emp-not-inc,Male,<=50K
325,Self-emp-not-inc,Male,<=50K
326,?,Female,<=50K
327,Private,Female,>50K
328,Self-emp-not-inc,Male,<=50K
329,Private,Male,<=50K
330,Private,Male,<=50K
331,Private,Male,<=50K
332,Private,Male,<=50K
333,Local-gov,Male,<=50K
334,Private,Male,<=50K
335,Private,Male,<=50K
336,Private,Male,<=50K
337,Private,Male,<=50K
338,Private,Male,<=50K
339,Private,Male,<=50K
340,Private,Male,<=50K
341,Private,Male,>50K
342,State-gov,Male,>50K
343,Private,Male,<=50K
344,State-gov,Female,<=50K
345,Self-emp-not-inc,Male,<=50K
346,?,Male,<=50K
347,?,Female,<=50K
348,Private,Male,<=50K
349,Private,Male,<=50K
350,Private,Male,>50K
351,Private,Male,<=50K
352,Private,Male,>50K
353,Local-gov,Male,<=50K
354,?,Male,>50K
355,Federal-gov,Male,>50K
356,Private,Male,<=50K
357,Private,Male,>50K
358,Private,Female,<=50K
359,Self-emp-not-inc,Male,<=50K
360,Private,Female,<=50K
361,Private,Male,>50K
362,Private,Male,<=50K
363,Private,Male,>50K
364,Private,Male,<=50K
365,Private,Male,<=50K
366,Self-emp-not-inc,Male,<=50K
367,Private,Female,<=50K
368,Private,Female,>50K
369,Private,Female,<=50K
370,Federal-gov,Female,<=50K
371,Private,Male,<=50K
372,State-gov,Male,>50K
373,Private,Male,<=50K
374,Private,Male,<=50K
375,Local-gov,Female,<=50K
376,Private,Female,<=50K
377,Private,Male,<=50K
378,Self-emp-not-inc,Male,<=50K
379,Private,Male,<=50K
380,Private,Male,<=50K
381,Private,Female,<=50K
382,Private,Male,<=50K
383,Private,Female,<=50K
384,Local-gov,Female,<=50K
385,Private,Female,<=50K
386,Private,Male,<=50K
387,Private,Female,>50K
388,Private,Female,<=50K
389,Private,Female,<=50K
390,Private,Female,>50K
391,Private,Male,<=50K
392,Self-emp-not-inc,Male,<=50K
393,State-gov,Male,>50K
394,Private,Female,<=50K
395,Private,Male,<=50K
396,Private,Female,<=50K
397,?,Female,<=50K
398,Private,Male,>50K
399,Self-emp-inc,Male,>50K
400,Private,Male,<=50K
401,Private,Female,<=50K
402,State-gov,Male,>50K
403,Private,Female,<=50K
404,Private,Male,<=50K
405,Private,Male,>50K
406,Private,Male,<=50K
407,Self-emp-not-inc,Male,<=50K
408,?,Female,>50K
409,Private,Male,<=50K
410,Local-gov,Female,<=50K
411,Private,Female,<=50K
412,Private,Female,<=50K
413,Private,Male,>50K
414,State-gov,Male,<=50K
415,Private,Male,>50K
416,Private,Male,<=50K
417,Private,Female,<=50K
418,Local-gov,Male,<=50K
419,State-gov,Female,<=50K
420,Private,Male,<=50K
421,Private,Male,<=50K
422,State-gov,Female,>50K
423,Private,Male,<=50K
424,Private,Female,<=50K
425,Private,Male,<=50K
426,Federal-gov,Male,<=50K
427,Private,Male,<=50K
428,Self-emp-inc,Male,>50K
429,Local-gov,Male,<=50K
430,?,Male,<=50K
431,?,Male,<=50K
432,Self-emp-not-inc,Female,<=50K
433,Private,Female,>50K
434,Private,Male,<=50K
435,Private,Male,>50K
436,Local-gov,Male,<=50K
437,Local-gov,Female,<=50K
438,Private,Male,<=50K
439,Local-gov,Female,<=50K
440,Private,Male,<=50K
441,Private,Female,<=50K
442,Federal-gov,Male,<=50K
443,Private,Male,>50K
444,Private,Male,<=50K
445,Private,Male,<=50K
446,Private,Female,<=50K
447,Private,Male,<=50K
448,Private,Male,<=50K
449,?,Female,<=50K
450,Private,Female,<=50K
451,Self-emp-inc,Male,>50K
452,Private,Male,>50K
453,Private,Male,>50K
454,Self-emp-not-inc,Female,>50K
455,Private,Male,>50K
456,Private,Female,<=50K
457,Private,Male,<=50K
458,Private,Male,<=50K
459,?,Male,<=50K
460,Private,Male,<=50K
461,Local-gov,Male,<=50K
462,Private,Male,<=50K
463,Private,Male,<=50K
464,Private,Female,<=50K
465,Private,Female,<=50K
466,Private,Male,<=50K
467,Private,Male,<=50K
468,Private,Male,>50K
469,Private,Female,>50K
470,Private,Male,>50K
471,?,Male,<=50K
472,Private,Male,<=50K
473,Private,Male,<=50K
474,Private,Female,<=50K
475,Private,Female,<=50K
476,Private,Male,<=50K
477,Private,Male,<=50K
478,Private,Male,<=50K
479,Private,Female,<=50K
480,Private,Male,<=50K
481,Self-emp-not-inc,Male,<=50K
482,State-gov,Male,<=50K
483,Private,Female,<=50K
484,?,Male,<=50K
485,Private,Female,<=50K
486,?,Male,<=50K
487,Local-gov,Male,<=50K
488,Local-gov,Female,<=50K
489,Private,Male,>50K
490,Private,Female,<=50K
491,Federal-gov,Male,<=50K
492,Private,Female,<=50K
493,Private,Female,<=50K
494,Private,Male,<=50K
495,Private,Female,<=50K
496,Private,Male,<=50K
497,Private,Male,<=50K
498,Private,Female,<=50K
499,?,Male,<=50K
500,Local-gov,Male,<=50K
501,Local-gov,Male,<=50K
502,Private,Male,<=50K
503,Private,Female,<=50K
504,Private,Female,<=50K
505,Private,Male,<=50K
506,Private,Male,<=50K
507,Private,Male,<=50K
508,Local-gov,Female,<=50K
509,Private,Female,<=50K
510,Private,Male,<=50K
511,?,Female,<=50K
512,Private,Male,<=50K
513,Private,Male,>50K
514,Private,Male,<=50K
515,?,Female,<=50K
516,Private,Female,<=50K
517,?,Male,<=50K
518,?,Female,<=50K
519,Private,Male,>50K
520,Self-emp-inc,Male,>50K
521,Private,Male,>50K
522,Local-gov,Male,<=50K
523,Local-gov,Male,>50K
524,Private,Male,>50K
525,Private,Female,<=50K
526,Private,Male,>50K
527,Private,Female,<=50K
528,Self-emp-not-inc,Male,<=50K
529,Self-emp-not-inc,Male,<=50K
530,Private,Female,<=50K
531,Private,Male,<=50K
532,Private,Male,<=50K
533,Private,Female,>50K
534,Private,Male,>50K
535,Local-gov,Male,<=50K
536,Private,Female,<=50K
537,Private,Male,<=50K
538,Self-emp-inc,Female,<=50K
539,?,Female,<=50K
540,Private,Male,<=50K
541,Private,Male,<=50K
542,Private,Female,<=50K
543,Private,Male,<=50K
544,Private,Male,<=50K
545,Private,Female,<=50K
546,Private,Female,<=50K
547,Local-gov,Male,<=50K
548,Private,Male,<=50K
549,Private,Male,<=50K
550,Self-emp-not-inc,Male,<=50K
551,Self-emp-not-inc,Female,<=50K
552,Private,Female,<=50K
553,Private,Female,<=50K
554,Federal-gov,Female,>50K
555,Private,Female,<=50K
556,Private,Male,<=50K
557,Private,Female,<=50K
558,Private,Female,<=50K
559,Private,Male,<=50K
560,Private,Male,<=50K
561,Private,Male,>50K
562,Private,Male,>50K
563,Private,Female,<=50K
564,Self-emp-not-inc,Male,>50K
565,Private,Male,<=50K
566,Self-emp-inc,Male,<=50K
567,Private,Female,<=50K
568,Self-emp-not-inc,Male,<=50K
569,Private,Male,<=50K
570,Private,Male,<=50K
571,Private,Male,<=50K
572,Private,Male,<=50K
573,Private,Male,>50K
574,Private,Female,<=50K
575,Private,Male,>50K
576,?,Male,<=50K
577,Self-emp-not-inc,Female,<=50K
578,Local-gov,Female,<=50K
579,Self-emp-not-inc,Male,<=50K
580,?,Male,>50K
581,Private,Male,>50K
582,Private,Male,<=50K
583,Private,Male,<=50K
584,Self-emp-not-inc,Male,<=50K
585,Private,Female,<=50K
586,Private,Male,<=50K
587,Private,Male,<=50K
588,Private,Male,>50K
589,Self-emp-inc,Male,<=50K
590,?,Male,<=50K
591,?,Female,<=50K
592,Private,Male,>50K
593,Private,Male,>50K
594,Private,Female,<=50K
595,Private,Male,<=50K
596,?,Female,<=50K
597,Self-emp-not-inc,Male,>50K
598,Private,Male,<=50K
599,Private,Female,<=50K
600,Private,Male,<=50K
601,Private,Male,<=50K
602,Private,Female,<=50K
603,Local-gov,Male,<=50K
604,Self-emp-not-inc,Male,<=50K
605,Private,Female,<=50K
606,Private,Male,>50K
607,Private,Male,<=50K
608,Local-gov,Male,<=50K
609,Private,Female,<=50K
610,Private,Female,<=50K
611,Private,Male,<=50K
612,Private,Male,<=50K
613,Local-gov,Male,<=50K
614,Private,Female,<=50K
615,Private,Male,<=50K
616,Private,Male,<=50K
617,Self-emp-not-inc,Male,<=50K
618,Self-emp-inc,Male,<=50K
619,Private,Male,>50K
620,Private,Female,<=50K
621,Private,Female,<=50K
622,Private,Female,<=50K
623,Private,Male,<=50K
624,Private,Male,<=50K
625,Private,Male,<=50K
626,Private,Male,>50K
627,Self-emp-not-inc,Male,<=50K
628,Private,Male,>50K
629,Private,Male,>50K
630,Self-emp-not-inc,Female,<=50K
631,Local-gov,Female,<=50K
632,Private,Male,>50K
633,Private,Female,>50K
634,Self-emp-not-inc,Male,<=50K
635,Private,Female,<=50K
636,Private,Male,<=50K
637,Private,Male,>50K
638,Self-emp-inc,Male,<=50K
639,Self-emp-not-inc,Male,>50K
640,Private,Male,<=50K
641,Private,Male,<=50K
642,Private,Male,<=50K
643,Private,Male,>50K
644,Private,Male,<=50K
645,Self-emp-inc,Male,>50K
646,Local-gov,Female,<=50K
647,Private,Male,<=50K
648,?,Male,<=50K
649,State-gov,Male,>50K
650,Private,Male,<=50K
651,Private,Male,<=50K
652,Private,Male,>50K
653,State-gov,Female,<=50K
654,Private,Female,<=50K
655,State-gov,Female,<=50K
656,?,Female,<=50K
657,Private,Male,<=50K
658,Private,Male,<=50K
659,Private,Male,>50K
660,Self-emp-not-inc,Male,>50K
661,Private,Male,<=50K
662,Private,Male,<=50K
663,Local-gov,Male,<=50K
664,Private,Female,<=50K
665,Private,Female,>50K
666,State-gov,Male,<=50K
667,Private,Male,>50K
668,?,Female,<=50K
669,Private,Male,<=50K
670,Federal-gov,Male,<=50K
671,?,Female,<=50K
672,Self-emp-not-inc,Male,<=50K
673,Private,Male,>50K
674,Self-emp-inc,Male,>50K
675,Private,Female,<=50K
676,Private,Male,<=50K
677,Private,Male,<=50K
678,Private,Male,<=50K
679,Self-emp-not-inc,Male,<=50K
680,Local-gov,Male,<=50K
681,Private,Male,>50K
682,Self-emp-not-inc,Male,>50K
683,Local-gov,Male,<=50K
684,State-gov,Female,<=50K
685,Private,Female,<=50K
686,?,Male,<=50K
687,Local-gov,Female,<=50K
688,Private,Male,<=50K
689,Private,Male,<=50K
690,Local-gov,Male,<=50K
691,Private,Female,<=50K
692,Private,Male,<=50K
693,Private,Male,<=50K
694,State-gov,Female,<=50K
695,?,Male,<=50K
696,Private,Male,>50K
697,Private,Male,>50K
698,Private,Female,<=50K
699,Private,Female,<=50K
700,Local-gov,Male,<=50K
701,Private,Female,<=50K
702,Private,Male,<=50K
703,Self-emp-not-inc,Male,<=50K
704,Private,Female,>50K
705,Private,Female,>50K
706,Private,Male,<=50K
707,Private,Male,<=50K
708,Private,Male,<=50K
709,Private,Male,<=50K
710,Private,Male,<=50K
711,Private,Female,<=50K
712,Private,Male,<=50K
713,Private,Male,<=50K
714,Local-gov,Female,<=50K
715,Private,Female,<=50K
716,Private,Male,<=50K
717,State-gov,Female,<=50K
718,Private,Female,<=50K
719,Private,Male,>50K
720,Private,Male,<=50K
721,Private,Male,<=50K
722,Private,Male,<=50K
723,Local-gov,Male,>50K
724,Private,Male,>50K
725,Private,Male,>50K
726,Private,Female,<=50K
727,Private,Female,<=50K
728,Private,Male,<=50K
729,Self-emp-not-inc,Male,>50K
730,Private,Female,<=50K
731,Private,Female,<=50K
732,Private,Male,<=50K
733,Private,Female,<=50K
734,?,Female,<=50K
735,Private,Male,<=50K
736,Private,Female,<=50K
737,State-gov,Male,<=50K
738,Private,Female,<=50K
739,Private,Male,>50K
740,Private,Female,<=50K
741,Self-emp-not-inc,Male,<=50K
742,Private,Female,>50K
743,Private,Male,<=50K
744,Private,Male,<=50K
745,Local-gov,Female,>50K
746,Private,Male,>50K
747,Private,Female,<=50K
748,Private,Male,<=50K
749,State-gov,Male,<=50K
750,State-gov,Male,>50K
751,Private,Male,<=50K
752,Self-emp-not-inc,Male,<=50K
753,Private,Male,<=50K
754,Private,Male,<=50K
755,Private,Male,<=50K
756,Private,Male,>50K
757,Local-gov,Female,<=50K
758,Federal-gov,Female,>50K
759,Private,Male,<=50K
760,Private,Female,<=50K
761,Local-gov,Female,>50K
762,Local-gov,Male,<=50K
763,Self-emp-inc,Male,>50K
764,Private,Male,>50K
765,Private,Female,<=50K
766,State-gov,Male,<=50K
767,Private,Female,<=50K
768,Self-emp-not-inc,Female,<=50K
769,Private,Male,<=50K
770,Private,Female,<=50K
771,Private,Male,<=50K
772,Private,Male,<=50K
773,Private,Female,>50K
774,Private,Male,<=50K
775,Local-gov,Male,<=50K
776,Private,Female,<=50K
777,Private,Male,<=50K
778,Private,Male,>50K
779,Private,Male,<=50K
780,State-gov,Male,<=50K
781,Private,Female,<=50K
782,Private,Male,>50K
783,Self-emp-not-inc,Male,<=50K
784,Private,Female,>50K
785,Private,Female,<=50K
786,Self-emp-not-inc,Male,<=50K
787,Private,Male,<=50K
788,?,Male,<=50K
789,?,Female,<=50K
790,Private,Male,>50K
791,Self-emp-inc,Male,<=50K
792,?,Male,<=50K
793,Private,Female,<=50K
794,Private,Male,>50K
795,Private,Male,<=50K
796,Private,Male,<=50K
797,Private,Male,<=50K
798,Private,Male,>50K
799,Private,Male,>50K
800,Private,Male,<=50K
801,Private,Male,<=50K
802,Self-emp-not-inc,Male,<=50K
803,Private,Female,<=50K
804,Private,Female,<=50K
805,Private,Male,>50K
806,?,Male,<=50K
807,Private,Male,>50K
808,Private,Male,>50K
809,Private,Male,<=50K
810,Private,Female,<=50K
811,?,Male,<=50K
812,Private,Male,<=50K
813,Private,Male,<=50K
814,Private,Male,<=50K
815,Self-emp-not-inc,Female,<=50K
816,Private,Female,<=50K
817,Private,Male,>50K
818,Private,Male,<=50K
819,Private,Male,>50K
820,Private,Male,<=50K
821,Private,Female,<=50K
822,Private,Male,<=50K
823,Private,Female,<=50K
824,Private,Male,<=50K
825,Private,Male,>50K
826,Private,Female,<=50K
827,Private,Female,<=50K
828,Private,Male,<=50K
829,Self-emp-inc,Male,<=50K
830,?,Male,<=50K
831,Private,Female,>50K
832,Private,Male,<=50K
833,Self-emp-not-inc,Male,<=50K
834,?,Female,<=50K
835,Private,Male,<=50K
836,Private,Male,<=50K
837,Private,Female,>50K
838,Private,Male,<=50K
839,Private,Male,<=50K
840,Private,Male,<=50K
841,Private,Male,<=50K
842,Private,Male,>50K
843,Local-gov,Female,<=50K
844,Private,Male,>50K
845,Private,Male,<=50K
846,Local-gov,Female,<=50K
847,Private,Male,>50K
848,Private,Male,<=50K
849,Private,Male,<=50K
850,Private,Female,>50K
851,Private,Female,<=50K
852,Self-emp-not-inc,Male,<=50K
853,Private,Female,<=50K
854,State-gov,Male,>50K
855,Private,Male,<=50K
856,Local-gov,Female,<=50K
857,Private,Male,>50K
858,Private,Female,<=50K
859,Private,Female,>50K
860,Private,Female,<=50K
861,Private,Male,<=50K
862,Private,Male,<=50K
863,Self-emp-inc,Male,<=50K
864,Private,Male,<=50K
865,Private,Female,<=50K
866,Private,Male,<=50K
867,Private,Male,<=50K
868,Private,Male,>50K
869,Self-emp-not-inc,Male,<=50K
870,Private,Male,>50K
871,Private,Male,<=50K
872,Self-emp-not-inc,Male,>50K
873,Self-emp-not-inc,Male,>50K
874,Private,Male,<=50K
875,Private,Male,>50K
876,Private,Female,<=50K
877,Private,Female,<=50K
878,Private,Male,>50K
879,Private,Female,<=50K
880,Private,Female,<=50K
881,Private,Male,>50K
882,Private,Male,<=50K
883,Private,Male,>50K
884,Private,Female,<=50K
885,?,Male,<=50K
886,Private,Male,<=50K
887,Self-emp-inc,Male,<=50K
888,Self-emp-not-inc,Male,<=50K
889,Private,Female,<=50K
890,?,Female,<=50K
891,Self-emp-not-inc,Male,<=50K
892,Private,Female,<=50K
893,Private,Male,>50K
894,Self-emp-not-inc,Male,>50K
895,Private,Male,<=50K
896,Private,Male,<=50K
897,Private,Female,<=50K
898,Private,Male,>50K
899,Private,Male,<=50K
900,Local-gov,Male,<=50K
901,Self-emp-not-inc,Male,<=50K
902,Private,Female,<=50K
903,?,Male,<=50K
904,Private,Male,<=50K
905,Private,Female,<=50K
906,Private,Male,<=50K
907,Private,Male,<=50K
908,Self-emp-not-inc,Male,<=50K
909,Private,Male,<=50K
910,Private,Male,<=50K
911,Private,Male,<=50K
912,Self-emp-not-inc,Male,<=50K
913,Private,Male,<=50K
914,Private,Male,<=50K
915,Private,Male,>50K
916,Private,Female,<=50K
917,Self-emp-inc,Male,>50K
918,Self-emp-not-inc,Male,<=50K
919,Private,Male,<=50K
920,Private,Male,<=50K
921,Private,Male,<=50K
922,Private,Female,<=50K
923,Private,Female,<=50K
924,?,Male,<=50K
925,Private,Male,<=50K
926,Private,Male,<=50K
927,Private,Male,>50K
928,Private,Female,<=50K
929,Private,Female,<=50K
930,Private,Male,<=50K
931,?,Female,<=50K
932,Local-gov,Male,<=50K
933,Private,Female,<=50K
934,Private,Male,>50K
935,Private,Male,>50K
936,Private,Female,<=50K
937,Private,Male,>50K
938,Private,Male,<=50K
939,Private,Male,>50K
940,Private,Female,<=50K
941,Private,Male,<=50K
942,Self-emp-inc,Male,>50K
943,Private,Female,<=50K
944,Private,Male,<=50K
945,Local-gov,Female,<=50K
946,Private,Female,<=50K
947,Self-emp-inc,Female,>50K
948,Private,Male,<=50K
949,Self-emp-not-inc,Male,<=50K
950,State-gov,Female,>50K
951,Private,Male,>50K
952,Private,Female,<=50K
953,Private,Female,<=50K
954,Private,Male,<=50K
955,Private,Male,<=50K
956,Self-emp-inc,Male,>50K
957,Local-gov,Male,<=50K
958,Self-emp-not-inc,Male,>50K
959,Private,Male,>50K
960,Private,Male,<=50K
961,Private,Female,<=50K
962,Private,Male,<=50K
963,Private,Female,<=50K
964,Private,Male,<=50K
965,Private,Female,<=50K
966,Self-emp-inc,Male,>50K
967,Self-emp-not-inc,Male,<=50K
968,Private,Male,>50K
969,?,Female,<=50K
970,Private,Male,>50K
971,Private,Female,<=50K
972,Private,Male,>50K
973,Private,Male,<=50K
974,Private,Male,<=50K
975,Private,Female,<=50K
976,Private,Female,<=50K
977,State-gov,Male,>50K
978,Private,Female,<=50K
979,Private,Male,<=50K
980,Private,Female,<=50K
981,Private,Female,<=50K
982,?,Female,<=50K
983,Self-emp-not-inc,Male,<=50K
984,Local-gov,Male,>50K
985,Private,Female,<=50K
986,Private,Female,<=50K
987,Private,Female,<=50K
988,Private,Male,<=50K
989,Private,Female,<=50K
990,Private,Male,<=50K
991,Private,Male,<=50K
992,Self-emp-not-inc,Male,<=50K
993,Private,Male,>50K
994,Private,Male,<=50K
995,Private,Male,>50K
996,Private,Male,<=50K
997,Federal-gov,Male,>50K
998,Private,Male,<=50K
999,Self-emp-inc,Male,>50K
1000,Private,Male,<=50K
1001,Private,Male,>50K
1002,State-gov,Female,>50K
1003,Local-gov,Female,<=50K
1004,Private,Male,<=50K
